flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
544206.75,20.70743,0,0.0014386808,659.3573613379031,250.29259644368426,1305,528332.6,19.909197,2247.3823,1.2318646,544206.75,20.70743,0,,,,,659.3573613379031,3.5030844e-05,250.29259644368426,5.2879317e-05,0.006243878,0.03194451
544200.8,20.703505,0,0.0014392616,659.3576707535886,250.29253836479884,1306,528288.8,19.90864,2242.2542,1.2319674,544200.8,20.703505,0,,,,,659.3576707535886,3.503354e-05,250.29253836479884,5.2891013e-05,0.0063620456,0.031918626
544198.94,20.711477,0,0.0014398423,659.3579084873354,250.29327919796037,1307,528387.4,19.910366,2241.9229,1.2364327,544198.94,20.711477,0,,,,,659.3579084873354,3.50273e-05,250.29327919796037,5.2864976e-05,0.006683657,0.032886952
544205.4,20.710352,0,0.001440423,659.3576544612556,250.2933402986595,1308,528384.1,19.910082,2244.5586,1.233642,544205.4,20.710352,0,,,,,659.3576544612556,3.5025932e-05,250.2933402986595,5.286872e-05,0.006477192,0.03274767
544210.3,20.694456,0,0.0014410035,659.3577831209666,250.29267241495216,1309,528317.4,19.909145,2244.1462,1.2348796,544210.3,20.694456,0,,,,,659.3577831209666,3.5030836e-05,250.29267241495216,5.2886222e-05,0.0065526757,0.032054685
544231.7,20.701372,0,0.0014415841,659.3576368703409,250.29229554144206,1310,528341.5,19.909367,2247.5916,1.2317513,544231.7,20.701372,0,,,,,659.3576368703409,3.5031288e-05,250.29229554144206,5.2891322e-05,0.006358581,0.03158901
544152.7,20.705315,0,0.0014421645,659.3576550189791,250.2921042844382,1311,528259.25,19.907864,2244.4805,1.2289882,544152.7,20.705315,0,,,,,659.3576550189791,3.5034307e-05,250.2921042844382,5.2893523e-05,0.006385041,0.03147354
544060.25,20.70283,0,0.0014427449,659.3572056665503,250.29214514506032,1312,528227.6,19.907602,2245.4724,1.2336494,544060.25,20.70283,0,,,,,659.3572056665503,3.5035562e-05,250.29214514506032,5.288725e-05,0.0060587474,0.03169525
544120.7,20.704914,0,0.0014433252,659.3574179931015,250.29199550706807,1313,528245.9,19.907919,2244.1497,1.2348813,544120.7,20.704914,0,,,,,659.3574179931015,3.5036184e-05,250.29199550706807,5.2888692e-05,0.0062012402,0.031351402
544076.3,20.686352,0,0.0014439054,659.3572448621635,250.29236173961368,1314,528254.5,19.908028,2242.2664,1.2339108,544076.3,20.686352,0,,,,,659.3572448621635,3.5033656e-05,250.29236173961368,5.2881576e-05,0.006131721,0.031937994
544161.75,20.712873,0,0.0014444855,659.3573249328792,250.2920350858745,1315,528284.94,19.908487,2243.5754,1.232582,544161.75,20.712873,0,,,,,659.3573249328792,3.503328e-05,250.2920350858745,5.288902e-05,0.0060567004,0.031478047
544176.8,20.70823,0,0.0014450656,659.35754225335,250.29169575210693,1316,528269.44,19.908426,2239.6575,1.23343,544176.8,20.70823,0,,,,,659.35754225335,3.5035668e-05,250.29169575210693,5.2892592e-05,0.0063971574,0.03119292
544227.5,20.698145,0,0.0014456456,659.3576177209015,250.29190378091468,1317,528335.44,19.908953,2241.206,1.2289228,544227.5,20.698145,0,,,,,659.3576177209015,3.5029458e-05,250.29190378091468,5.2882297e-05,0.0064178873,0.031345095
544236.3,20.698576,0,0.0014462254,659.357344675216,250.29164597945368,1318,528341.9,19.90939,2244.8176,1.2338213,544236.3,20.698576,0,,,,,659.357344675216,3.503583e-05,250.29164597945368,5.2885393e-05,0.0062313257,0.030992577
544142.25,20.659523,0,0.0014468053,659.3574442050257,250.2917546655185,1319,528276.9,19.908562,2239.0884,1.2364268,544142.25,20.659523,0,,,,,659.3574442050257,3.5032484e-05,250.2917546655185,5.2882373e-05,0.0063131857,0.031367484
544204.56,20.697134,0,0.0014473851,659.3572109376853,250.29114835244417,1320,528313.6,19.908794,2245.1973,1.2328953,544204.56,20.697134,0,,,,,659.3572109376853,3.5032048e-05,250.29114835244417,5.288376e-05,0.0060263094,0.030760685
544157.0,20.701794,0,0.0014479647,659.3572946334717,250.2909031305823,1321,528274.3,19.90817,2245.5063,1.2322236,544157.0,20.701794,0,,,,,659.3572946334717,3.5033285e-05,250.2909031305823,5.2890024e-05,0.006108506,0.030707056
544108.94,20.686712,0,0.0014485443,659.3571608654013,250.2907371454058,1322,528200.25,19.906311,2246.5828,1.2306104,544108.94,20.686712,0,,,,,659.3571608654013,3.5037556e-05,250.2907371454058,5.290076e-05,0.0058996403,0.030232778
544185.8,20.7065,0,0.0014491238,659.3573388738283,250.29076165266974,1323,528287.75,19.90768,2242.4314,1.2324411,544185.8,20.7065,0,,,,,659.3573388738283,3.5032364e-05,250.29076165266974,5.2893378e-05,0.006095225,0.030238062
544183.06,20.692139,0,0.0014497032,659.357448820086,250.2909531956938,1324,528295.5,19.906813,2241.8027,1.2297701,544183.06,20.692139,0,,,,,659.357448820086,3.503073e-05,250.2909531956938,5.2886353e-05,0.0062496713,0.030604329
544155.06,20.700123,0,0.0014502825,659.3572910543726,250.2910804650582,1325,528263.06,19.906618,2245.0615,1.2322652,544155.06,20.700123,0,,,,,659.3572910543726,3.5034027e-05,250.2910804650582,5.2893254e-05,0.006060381,0.030541515
544226.3,20.699753,0,0.0014508618,659.357452681808,250.2910627146472,1326,528365.1,19.909637,2247.5088,1.2330993,544226.3,20.699753,0,,,,,659.357452681808,3.502975e-05,250.2910627146472,5.2872772e-05,0.006190001,0.03077871
544190.4,20.7016,0,0.0014514411,659.3574981530567,250.29069799821832,1327,528249.56,19.90735,2244.6187,1.2337658,544190.4,20.7016,0,,,,,659.3574981530567,3.5036777e-05,250.29069799821832,5.2901367e-05,0.006176503,0.030166881
544182.3,20.701263,0,0.0014520201,659.3572847737457,250.2913178788338,1328,528264.6,19.908167,2250.315,1.2318693,544182.3,20.701263,0,,,,,659.3572847737457,3.5034453e-05,250.2913178788338,5.2896758e-05,0.0060439426,0.030801365
544239.1,20.701195,0,0.0014525992,659.3572899175747,250.2912799192733,1329,528303.8,19.908747,2242.813,1.2324187,544239.1,20.701195,0,,,,,659.3572899175747,3.5033823e-05,250.2912799192733,5.2895684e-05,0.005981351,0.030679347
544209.6,20.69735,0,0.0014531782,659.3571697520731,250.29086399010555,1330,528296.1,19.90736,2237.836,1.2304641,544209.6,20.69735,0,,,,,659.3571697520731,3.5032837e-05,250.29086399010555,5.2890977e-05,0.005905911,0.030510828
544168.06,20.70835,0,0.001453757,659.357462703152,250.29140714510538,1331,528265.5,19.907959,2240.6267,1.231163,544168.06,20.70835,0,,,,,659.357462703152,3.5032936e-05,250.29140714510538,5.2889285e-05,0.0062942933,0.031016707
544174.8,20.69241,128,0.0014543359,659.3577472285115,250.29127716643433,1332,528240.0,19.90734,2249.779,1.2317961,544174.8,20.69241,128,,,,,659.3577472285115,3.503798e-05,250.29127716643433,5.290681e-05,0.006486037,0.030839728
544192.3,20.697596,0,0.0014549147,659.357753849779,250.29178785971277,1333,528258.7,19.908237,2241.8982,1.2339545,544192.3,20.697596,0,,,,,659.357753849779,3.5035744e-05,250.29178785971277,5.289908e-05,0.0064954185,0.031330027
544208.4,20.701273,0,0.0014554933,659.3576682828032,250.29150554833734,1334,528248.8,19.907507,2241.7163,1.2336209,544208.4,20.701273,0,,,,,659.3576682828032,3.503788e-05,250.29150554833734,5.290605e-05,0.006331428,0.030868081
544171.94,20.711819,0,0.0014560719,659.3578783310484,250.2918841820071,1335,528259.06,19.908056,2244.2107,1.2304335,544171.94,20.711819,0,,,,,659.3578783310484,3.5035795e-05,250.2918841820071,5.2895022e-05,0.006719249,0.031526573
544188.94,20.698423,0,0.0014566503,659.3581525187808,250.2918969048202,1336,528234.06,19.90866,2242.3015,1.232102,544188.94,20.698423,0,,,,,659.3581525187808,3.503783e-05,250.2918969048202,5.2902848e-05,0.006852933,0.03140689
544185.75,20.680288,0,0.0014572288,659.3582356513572,250.29209843540883,1337,528243.7,19.908041,2247.9534,1.2322663,544185.75,20.680288,0,,,,,659.3582356513572,3.5036563e-05,250.29209843540883,5.2895703e-05,0.006850572,0.031686246
544156.06,20.695702,0,0.0014578071,659.3583318768813,250.2924521055396,1338,528239.8,19.908005,2242.611,1.2323185,544156.06,20.695702,0,,,,,659.3583318768813,3.5036235e-05,250.2924521055396,5.2898682e-05,0.007047215,0.032113526
544205.9,20.686249,0,0.0014583854,659.3582157734675,250.2919359326733,1339,528212.4,19.908474,2248.2532,1.2338451,544205.9,20.686249,0,,,,,659.3582157734675,3.503972e-05,250.2919359326733,5.291087e-05,0.0068797367,0.03135427
544128.56,20.696371,0,0.0014589636,659.3584240582261,250.29196046524368,1340,528171.5,19.907373,2244.4092,1.2322204,544128.56,20.696371,0,,,,,659.3584240582261,3.504152e-05,250.29196046524368,5.290965e-05,0.007077821,0.031513803
544164.8,20.709587,0,0.0014595416,659.3581026466015,250.29128704311535,1341,528183.3,19.906328,2238.606,1.2332636,544164.8,20.709587,0,,,,,659.3581026466015,3.503951e-05,250.29128704311535,5.2916505e-05,0.006717176,0.030737871
544207.8,20.701273,0,0.0014601197,659.3581636495826,250.2920126537074,1342,528272.6,19.908325,2246.3872,1.2302617,544207.8,20.701273,0,,,,,659.3581636495826,3.5035093e-05,250.2920126537074,5.2897594e-05,0.0068312357,0.031604707
544164.8,20.699509,0,0.0014606976,659.3583565778733,250.29188881424182,1343,528210.8,19.908337,2241.7175,1.2319593,544164.8,20.699509,0,,,,,659.3583565778733,3.503876e-05,250.29188881424182,5.2906922e-05,0.0070377938,0.031495903
544212.06,20.694231,0,0.0014612755,659.3581336577407,250.291828591574,1344,528266.56,19.908642,2239.287,1.2323099,544212.06,20.694231,0,,,,,659.3581336577407,3.5035027e-05,250.291828591574,5.2898406e-05,0.006900592,0.031544615
544149.4,20.694277,0,0.0014618533,659.3579338201267,250.2916275857388,1345,528198.6,19.906536,2243.7805,1.230501,544149.4,20.694277,0,,,,,659.3579338201267,3.504005e-05,250.2916275857388,5.2906325e-05,0.006661682,0.031130357
544175.56,20.697432,0,0.001462431,659.3577551143229,250.29085869250298,1346,528174.5,19.906315,2236.3792,1.230384,544175.56,20.697432,0,,,,,659.3577551143229,3.5043035e-05,250.29085869250298,5.2916057e-05,0.0063206176,0.030261775
544129.9,20.692009,0,0.0014630086,659.3574388579555,250.2906865178951,1347,528172.25,19.906248,2239.9548,1.2354307,544129.9,20.692009,0,,,,,659.3574388579555,3.5041056e-05,250.2906865178951,5.2909185e-05,0.006203974,0.030304594
544191.56,20.693089,0,0.0014635862,659.3572689934177,250.28969919895275,1348,528214.8,19.906607,2242.4172,1.2315781,544191.56,20.693089,0,,,,,659.3572689934177,3.5040695e-05,250.28969919895275,5.290715e-05,0.005927012,0.029385787
544139.6,20.699219,0,0.0014641637,659.3571686239114,250.29014574420245,1349,528214.4,19.906494,2245.396,1.2299582,544139.6,20.699219,0,,,,,659.3571686239114,3.5038363e-05,250.29014574420245,5.290175e-05,0.006035769,0.029885286
544138.9,20.702698,0,0.0014647411,659.3570386969352,250.2898733395974,1350,528227.94,19.907486,2245.9739,1.2321779,544138.9,20.702698,0,,,,,659.3570386969352,3.5040557e-05,250.2898733395974,5.2906602e-05,0.005758772,0.029562024
544130.8,20.688688,0,0.0014653184,659.357128358604,250.29032369688318,1351,528201.25,19.906345,2241.9949,1.2311599,544130.8,20.688688,0,,,,,659.357128358604,3.5039622e-05,250.29032369688318,5.2904074e-05,0.0058618123,0.030084385
544162.3,20.696325,0,0.0014658956,659.3571711950099,250.28970280290505,1352,528176.75,19.906582,2240.6997,1.2313303,544162.3,20.696325,0,,,,,659.3571711950099,3.504336e-05,250.28970280290505,5.2912306e-05,0.0058282646,0.029291736
544087.4,20.684227,0,0.0014664727,659.3571347938691,250.2895374117394,1353,528103.1,19.905582,2238.4973,1.2334307,544087.4,20.684227,0,,,,,659.3571347938691,3.5046578e-05,250.2895374117394,5.2920994e-05,0.005778829,0.029133936
544070.0,20.695478,0,0.0014670498,659.3571052419004,250.28994674581472,1354,528134.9,19.905972,2239.609,1.2325352,544070.0,20.695478,0,,,,,659.3571052419004,3.5045025e-05,250.28994674581472,5.2910455e-05,0.005841762,0.02961984
544043.56,20.668299,0,0.0014676268,659.3571535167546,250.28983774451353,1355,528088.2,19.905123,2237.4424,1.2344354,544043.56,20.668299,0,,,,,659.3571535167546,3.504588e-05,250.28983774451353,5.2918553e-05,0.005862737,0.029494522
544223.44,20.69159,0,0.0014682037,659.3570839895369,250.29038657362693,1356,528290.6,19.90768,2239.5469,1.2309256,544223.44,20.69159,0,,,,,659.3570839895369,3.503372e-05,250.29038657362693,5.2897245e-05,0.0059399116,0.029973425
544184.3,20.681717,0,0.0014687806,659.3571730289465,250.28983471326123,1357,528229.0,19.907085,2240.202,1.2329375,544184.3,20.681717,0,,,,,659.3571730289465,3.5039484e-05,250.28983471326123,5.290334e-05,0.0058895955,0.02961395
544163.1,20.696665,0,0.0014693573,659.3571153378675,250.2898022240775,1358,528226.9,19.90753,2238.079,1.234843,544163.1,20.696665,0,,,,,659.3571153378675,3.503977e-05,250.2898022240775,5.2905038e-05,0.0057517076,0.0295868
544113.9,20.704168,0,0.001469934,659.3573322677794,250.28999223753752,1359,528134.9,19.905611,2235.669,1.2348958,544113.9,20.704168,0,,,,,659.3573322677794,3.504457e-05,250.28999223753752,5.2917032e-05,0.0059923893,0.029770853
544192.25,20.695028,0,0.0014705106,659.3570336809105,250.28971448159058,1360,528214.06,19.907152,2235.6052,1.2315542,544192.25,20.695028,0,,,,,659.3570336809105,3.504208e-05,250.28971448159058,5.291173e-05,0.005744695,0.029397648
544124.3,20.70829,0,0.0014710871,659.3569796937318,250.28994821766105,1361,528209.3,19.906994,2238.2512,1.2310694,544124.3,20.70829,0,,,,,659.3569796937318,3.504022e-05,250.28994821766105,5.2905743e-05,0.0057425285,0.029741049
544165.44,20.689508,0,0.0014716636,659.3569880521791,250.28939574801302,1362,528202.2,19.907875,2238.202,1.2305179,544165.44,20.689508,0,,,,,659.3569880521791,3.504171e-05,250.28939574801302,5.2911262e-05,0.0057545635,0.029169241
544167.6,20.701628,0,0.0014722398,659.3568993037406,250.28997484291295,1363,528240.7,19.907558,2240.6758,1.2318903,544167.6,20.701628,0,,,,,659.3568993037406,3.5039793e-05,250.28997484291295,5.2900035e-05,0.0057066316,0.029861607
544190.5,20.701849,0,0.0014728162,659.357261775662,250.29033990867043,1364,528215.8,19.90649,2239.6619,1.2294565,544190.5,20.701849,0,,,,,659.357261775662,3.503955e-05,250.29033990867043,5.290994e-05,0.005984638,0.02998417
544138.3,20.696054,0,0.0014733924,659.3570089932703,250.28990441355134,1365,528192.8,19.90698,2237.7605,1.2324952,544138.3,20.696054,0,,,,,659.3570089932703,3.504271e-05,250.28990441355134,5.291067e-05,0.005686137,0.029708356
544177.5,20.70635,0,0.0014739685,659.3568431424878,250.28955691462505,1366,528201.6,19.909117,2236.0994,1.2330226,544177.5,20.70635,0,,,,,659.3568431424878,3.5045e-05,250.28955691462505,5.2914074e-05,0.0054782294,0.029192878
544221.94,20.687664,0,0.0014745445,659.3570472809959,250.28962765943723,1367,528227.4,19.90728,2239.3862,1.2306715,544221.94,20.687664,0,,,,,659.3570472809959,3.50403e-05,250.28962765943723,5.291472e-05,0.0056235166,0.029204564
544121.6,20.675497,0,0.0014751204,659.3569081399205,250.28987153187717,1368,528179.6,19.906754,2239.6768,1.2325573,544121.6,20.675497,0,,,,,659.3569081399205,3.5042358e-05,250.28987153187717,5.2911382e-05,0.0055965083,0.029680327
544153.9,20.696478,0,0.0014756963,659.3567200978555,250.28965112122717,1369,528188.3,19.906874,2237.9468,1.2314382,544153.9,20.696478,0,,,,,659.3567200978555,3.5044057e-05,250.28965112122717,5.291442e-05,0.005467408,0.02936764
544163.06,20.69582,0,0.0014762721,659.3572367524146,250.29033541160987,1370,528221.0,19.90718,2236.9922,1.2350156,544163.06,20.69582,0,,,,,659.3572367524146,3.5040164e-05,250.29033541160987,5.2901443e-05,0.005925662,0.0301707
544142.1,20.695433,0,0.0014768478,659.3568831930982,250.289506632189,1371,528172.56,19.907452,2239.924,1.2311367,544142.1,20.695433,0,,,,,659.3568831930982,3.504562e-05,250.289506632189,5.2912965e-05,0.0055805915,0.029348444
544158.94,20.693817,8192,0.0014774235,659.3571436709071,250.28983242134018,1372,528196.1,19.907099,2237.6006,1.233775,544158.94,20.693817,8192,,,,,659.3571436709071,3.5042398e-05,250.28983242134018,5.2907584e-05,0.005916164,0.029651038
544116.0,20.695179,0,0.001477999,659.3568020020468,250.2891694974382,1373,528137.4,19.907942,2238.1355,1.2308264,544116.0,20.695179,0,,,,,659.3568020020468,3.5046196e-05,250.2891694974382,5.2919528e-05,0.0054204366,0.02883346
544145.6,20.678724,0,0.0014785745,659.3568915226342,250.288941543906,1374,528148.8,19.908339,2239.573,1.2334814,544145.6,20.678724,0,,,,,659.3568915226342,3.504705e-05,250.288941543906,5.292087e-05,0.005537387,0.028682504
544125.7,20.681067,0,0.0014791499,659.3569176076314,250.2892994450856,1375,528168.6,19.908436,2236.5625,1.230802,544125.7,20.681067,0,,,,,659.3569176076314,3.5044937e-05,250.2892994450856,5.2915315e-05,0.0056643034,0.02905589
544118.25,20.694668,0,0.0014797252,659.3567187279809,250.28903316797732,1376,528143.06,19.908176,2237.9353,1.2320873,544118.25,20.694668,0,,,,,659.3567187279809,3.5047782e-05,250.28903316797732,5.292201e-05,0.0054709204,0.02876337
544143.06,20.679409,0,0.0014803004,659.356821050794,250.2896576207781,1377,528204.2,19.906958,2238.6118,1.2317662,544143.06,20.679409,0,,,,,659.356821050794,3.5040386e-05,250.2896576207781,5.2908028e-05,0.005524727,0.02959513
544131.94,20.70748,0,0.0014808755,659.3567947046453,250.28940602779267,1378,528162.3,19.90838,2232.163,1.23267,544131.94,20.70748,0,,,,,659.3567947046453,3.504517e-05,250.28940602779267,5.2914784e-05,0.0054960623,0.02910726
544157.94,20.682283,0,0.0014814506,659.357108328614,250.28940785353387,1379,528199.2,19.909193,2243.2822,1.2344193,544157.94,20.682283,0,,,,,659.357108328614,3.504251e-05,250.28940785353387,5.291101e-05,0.0057689804,0.029334685
544180.3,20.694382,0,0.0014820256,659.3569065433013,250.28918492740104,1380,528194.94,19.908768,2237.2812,1.2305015,544180.3,20.694382,0,,,,,659.3569065433013,3.5044446e-05,250.28918492740104,5.2913434e-05,0.005547645,0.02896341
544174.1,20.70175,0,0.0014826005,659.3563340014655,250.28841130374806,1381,528181.94,19.90863,2233.9966,1.2328941,544174.1,20.70175,0,,,,,659.3563340014655,3.504435e-05,250.28841130374806,5.2923537e-05,0.0050209584,0.028199611
544150.75,20.693142,0,0.0014831753,659.3566740390035,250.2889463838847,1382,528164.9,19.908464,2235.5842,1.2319765,544150.75,20.693142,0,,,,,659.3566740390035,3.504604e-05,250.2889463838847,5.2919175e-05,0.005348969,0.028800221
544162.25,20.697752,0,0.0014837501,659.356507193899,250.28841585580474,1383,528161.94,19.90839,2240.8452,1.2326803,544162.25,20.697752,0,,,,,659.356507193899,3.5046076e-05,250.28841585580474,5.2921827e-05,0.005152829,0.028105834
544133.7,20.689445,0,0.0014843247,659.3561151553799,250.28846643194504,1384,528184.8,19.90867,2233.4727,1.2329335,544133.7,20.689445,0,,,,,659.3561151553799,3.5044148e-05,250.28846643194504,5.2914864e-05,0.004886973,0.028401477
544187.3,20.690613,0,0.0014848993,659.3564683553427,250.28888587492887,1385,528207.0,19.909184,2239.6023,1.2326711,544187.3,20.690613,0,,,,,659.3564683553427,3.5045396e-05,250.28888587492887,5.2916603e-05,0.0052217855,0.028607432
544097.06,20.670885,0,0.0014854738,659.3565186635749,250.28921651875075,1386,528140.8,19.908152,2243.3423,1.232666,544097.06,20.670885,0,,,,,659.3565186635749,3.51345e-05,250.28921651875075,5.2955245e-05,0.0053877085,0.02937793
544106.56,20.701403,0,0.0014860482,659.3564836490891,250.28932308745416,1387,528143.5,19.908377,2237.8433,1.2357099,544106.56,20.701403,0,,,,,659.3564836490891,3.504807e-05,250.28932308745416,5.2918534e-05,0.00515825,0.029113445
544194.6,20.669008,0,0.0014866225,659.3564019754448,250.28877936959805,1388,528215.4,19.909391,2237.2297,1.2358038,544194.6,20.669008,0,,,,,659.3564019754448,3.5044053e-05,250.28877936959805,5.291399e-05,0.0050987666,0.028659783
544141.44,20.682808,0,0.0014871968,659.356419301474,250.2882407773754,1389,528145.5,19.908236,2239.241,1.2340735,544141.44,20.682808,0,,,,,659.356419301474,3.5047517e-05,250.2882407773754,5.2925538e-05,0.0050857645,0.028047998
544138.0,20.692257,0,0.0014877709,659.3563693621086,250.28808978595805,1390,528113.75,19.907541,2236.32,1.2309515,544138.0,20.692257,0,,,,,659.3563693621086,3.5050303e-05,250.28808978595805,5.2931267e-05,0.0049868166,0.02779426
544105.3,20.686708,0,0.0014883451,659.3562749787233,250.28822947783755,1391,528136.3,19.908089,2235.8315,1.2341561,544105.3,20.686708,0,,,,,659.3562749787233,3.504857e-05,250.28822947783755,5.292092e-05,0.005006278,0.028142514
544128.2,20.682173,0,0.001489493,659.355913364162,250.28806302969107,1393,528163.1,19.908247,2239.693,1.2321745,544128.2,20.682173,0,,,,,659.355913364162,3.5046658e-05,250.28806302969107,5.2915137e-05,0.0047072307,0.028092943
544078.94,20.689,0,0.0014900668,659.356113564211,250.28829004188427,1394,528109.4,19.907524,2233.3904,1.23191,544078.94,20.689,0,,,,,659.356113564211,3.5050263e-05,250.28829004188427,5.29261e-05,0.004897452,0.028147638
544011.94,20.689518,0,0.0014906406,659.3558656339402,250.28822379926285,1395,528052.9,19.906666,2234.794,1.2320453,544011.94,20.689518,0,,,,,659.3558656339402,3.50528e-05,250.28822379926285,5.2924886e-05,0.004717058,0.02825449
544065.44,20.692368,0,0.0014912143,659.3563410423492,250.28937393872044,1396,528108.1,19.907774,2233.5322,1.2326847,544065.44,20.692368,0,,,,,659.3563410423492,3.504901e-05,250.28937393872044,5.2925574e-05,0.0049840775,0.02936051
544139.75,20.69289,0,0.0014917878,659.3558552108949,250.28812748240625,1397,528125.3,19.907852,2238.41,1.2321144,544139.75,20.69289,0,,,,,659.3558552108949,3.50515e-05,250.28812748240625,5.2930212e-05,0.0045467834,0.02801709
544173.44,20.688698,0,0.0014923613,659.3558125168031,250.2879782837964,1398,528177.1,19.908432,2241.8943,1.2300414,544173.44,20.688698,0,,,,,659.3558125168031,3.5047626e-05,250.2879782837964,5.2923326e-05,0.004597436,0.027909834
544144.4,20.699953,0,0.0014929348,659.356145288338,250.28808015652285,1399,528097.56,19.907486,2238.711,1.2316502,544144.4,20.699953,0,,,,,659.356145288338,3.505124e-05,250.28808015652285,5.2938074e-05,0.0048494865,0.027872745
544158.1,20.69149,0,0.0014935081,659.3565573330533,250.28941424029273,1400,528173.8,19.907677,2240.9368,1.2328409,544158.1,20.69149,0,,,,,659.3565573330533,3.5046352e-05,250.28941424029273,5.291422e-05,0.005209412,0.029373467
544152.4,20.689852,0,0.0014940813,659.356608666222,250.2885473366465,1401,528152.9,19.908316,2234.9966,1.2333815,544152.4,20.689852,0,,,,,659.356608666222,3.5047746e-05,250.2885473366465,5.292003e-05,0.0051610162,0.028509373
544185.4,20.69157,0,0.0014946546,659.3560496488111,250.2881705571331,1402,528203.0,19.908785,2235.0513,1.2308273,544185.4,20.69157,0,,,,,659.3560496488111,3.5045367e-05,250.2881705571331,5.2915973e-05,0.00479472,0.028186945
544166.0,20.698103,0,0.0014952277,659.3558720703278,250.28779835713118,1403,528177.1,19.908543,2234.8308,1.2325093,544166.0,20.698103,0,,,,,659.3558720703278,3.5046716e-05,250.28779835713118,5.291955e-05,0.004623824,0.027920734
544151.0,20.686949,0,0.0014958007,659.3560597178769,250.28812342254736,1404,528138.56,19.908056,2236.9587,1.2324799,544151.0,20.686949,0,,,,,659.3560597178769,3.504807e-05,250.28812342254736,5.2927433e-05,0.004699537,0.028118458
544146.8,20.686028,0,0.0014963736,659.3560895036472,250.2884211569899,1405,528153.75,19.908419,2235.8071,1.2343322,544146.8,20.686028,0,,,,,659.3560895036472,3.5048222e-05,250.2884211569899,5.292082e-05,0.0048742406,0.028544206
544150.7,20.698648,0,0.0014969464,659.355906447606,250.28817762191827,1406,528134.4,19.9081,2235.0027,1.2332587,544150.7,20.698648,0,,,,,659.355906447606,3.5050878e-05,250.28817762191827,5.2937245e-05,0.0046687187,0.028264694
544186.44,20.697754,0,0.0014975192,659.3560857921791,250.28841902991866,1407,528163.2,19.908533,2236.798,1.232581,544186.44,20.697754,0,,,,,659.3560857921791,3.5048248e-05,250.28841902991866,5.2928997e-05,0.0047637494,0.028315475
544137.9,20.6698,0,0.001498092,659.356015991654,250.28777439140785,1408,528059.44,19.905878,2236.7014,1.233656,544137.9,20.6698,0,,,,,659.356015991654,3.5053443e-05,250.28777439140785,5.2944295e-05,0.0046393573,0.027626658
544175.9,20.6921,0,0.0014986645,659.356016427914,250.2880116137692,1409,528137.75,19.908228,2235.843,1.2339407,544175.9,20.6921,0,,,,,659.356016427914,3.504954e-05,250.2880116137692,5.2929623e-05,0.004789142,0.028100403
544169.8,20.708874,0,0.001499237,659.356165600617,250.28820663153687,1410,528117.0,19.907879,2239.209,1.2333953,544169.8,20.708874,0,,,,,659.356165600617,3.505137e-05,250.28820663153687,5.293426e-05,0.004841877,0.028293509
544142.94,20.69793,0,0.0014998094,659.3561714678722,250.2884394376423,1411,528142.7,19.908209,2234.0122,1.2337972,544142.94,20.69793,0,,,,,659.3561714678722,3.504996e-05,250.2884394376423,5.292394e-05,0.004809531,0.028538931
544177.56,20.692968,0,0.0015003819,659.3565247389599,250.28865597916683,1412,528186.94,19.90884,2237.3862,1.2313275,544177.56,20.692968,0,,,,,659.3565247389599,3.504622e-05,250.28865597916683,5.2918705e-05,0.0051725907,0.028839884
544150.2,20.70668,0,0.001500954,659.3563572079108,250.28808808469137,1413,528106.06,19.90765,2233.226,1.233143,544150.2,20.70668,0,,,,,659.3563572079108,3.5050936e-05,250.28808808469137,5.2935953e-05,0.0049557174,0.02791734
544161.0,20.683718,0,0.0015015262,659.3563664795894,250.28856153487686,1414,528142.9,19.908152,2236.0598,1.2318774,544161.0,20.683718,0,,,,,659.3563664795894,3.5048335e-05,250.28856153487686,5.2926305e-05,0.00511752,0.028769365
544164.4,20.68306,0,0.0015020984,659.3564785574906,250.28819784374963,1415,528103.0,19.907507,2239.6846,1.2295963,544164.4,20.68306,0,,,,,659.3564785574906,3.505119e-05,250.28819784374963,5.2938318e-05,0.0050998493,0.02829874
544178.9,20.700205,0,0.0015026703,659.3564022447199,250.28826260863198,1416,528159.4,19.908634,2236.8389,1.2351365,544178.9,20.700205,0,,,,,659.3564022447199,3.5049747e-05,250.28826260863198,5.2924894e-05,0.0051253308,0.028492665
544196.56,20.692337,0,0.0015032423,659.3564969237648,250.2880160148139,1417,528134.9,19.9079,2232.1868,1.2305669,544196.56,20.692337,0,,,,,659.3564969237648,3.5050896e-05,250.2880160148139,5.293295e-05,0.005115214,0.028127238
544201.9,20.695333,0,0.0015038141,659.3567007427338,250.28829207250368,1418,528144.94,19.907207,2231.7368,1.2324456,544201.9,20.695333,0,,,,,659.3567007427338,3.5050587e-05,250.28829207250368,5.2931653e-05,0.0053245714,0.028452989
544216.5,20.692919,8192,0.001504386,659.3565521544367,250.28799902681592,1419,528112.0,19.908148,2231.3396,1.2339878,544216.5,20.692919,8192,,,,,659.3565521544367,3.5054054e-05,250.28799902681592,5.294355e-05,0.0051236544,0.027993847
