period_days,t0_bkjd,duration_days,duration_hours,depth_relative,depth_ppm,snr,n_transits_covered
0.8375383400111631,131.57231488081976,0.07,1.6800000000000002,0.00016498540560982988,164.98540560982988,2.548122506641539,39.963634079639895
