time,flux
131.51231488081976,-2.469882230349274e-05
131.53274917569797,3.761797332724193e-05
131.5531833705827,-7.306754267355497e-05
131.57361746534298,-0.00010515390492382704
131.59405165999488,-0.0001856092004532961
131.6144859546475,-2.0839658892768398e-05
131.63492004918226,1.782578693032555e-05
131.65535424371046,-9.261997088616525e-06
131.6757885381303,7.90204841316644e-06
131.69622273242567,3.5835107783821485e-05
131.71665682672756,-7.350839971298484e-05
131.7370910210302,4.0429352371473826e-05
131.75752531520993,-4.465635282568936e-05
131.777959409279,5.448774080973884e-05
131.7983936033488,-2.561767729980513e-05
131.8188278972957,5.66746012333752e-05
131.83926199124835,-1.3231336877694844e-05
131.85969618508534,4.709985188822152e-05
131.88013037891506,2.0765848155468447e-05
131.90056457263563,-8.967906106005508e-05
131.9209987662398,-1.9295699613341988e-05
131.94143295983667,1.359887401353177e-06
131.96186715332442,-3.1608193652332695e-05
131.98230134681216,-1.3598855520546849e-06
132.00273554017622,6.994222177092446e-05
132.0231696335468,3.8591399226683976e-05
132.04360392680246,1.745801393582269e-05
132.06403811993368,-3.98597649301502e-05
132.08447221307142,-3.4916345489910405e-05
132.10490640620992,1.8946711684453277e-05
132.1253406992255,-1.7090702933320046e-05
132.1457747921304,1.8836527426513427e-05
132.16620898503606,-3.252766413508468e-05
132.1866432778188,1.672316093470627e-05
132.20707747049164,5.136406037387076e-05
132.22751156316372,5.2375052421060886e-05
132.24794575583655,-4.3260214749096804e-05
132.26838004838646,0.0
132.2888141408257,5.9377125681825405e-05
132.30924833325844,1.718281262985677e-05
132.3296826255828,-5.1456551190764976e-05
132.3501167177892,3.6864906876488135e-05
132.37055090999638,-6.450446238559504e-05
132.39098510219628,-0.00011853384113602594
132.41141929428704,-0.0001848760374926206
132.4318534862541,-0.00017201189969495712
132.45228767822846,3.465962829984903e-05
132.47272197008715,-2.977117215752223e-06
132.4931560618279,-3.4218470711722127e-05
132.51359025367856,-3.510053178246153e-05
132.5340243453029,-7.564082999389488e-05
132.55445863692148,6.0644897843742385e-05
132.57489282843017,6.4320346198076805e-06
132.5953269199381,-3.8334926334093744e-05
132.61576121133112,-9.850201589389762e-06
132.6361954025997,-7.791950510827039e-05
132.65662959387555,-5.770420617889904e-06
132.67706368515064,-3.168218199223194e-05
132.69749797618715,9.758259070791198e-06
132.7179321673466,6.362164388495906e-05
132.73836625827244,-8.085986379247068e-06
132.75880054919253,6.82894363592812e-05
132.77923474011914,0.0
132.79966883092857,0.00012209767630322332
132.82010302161507,1.9185727582859968e-05
132.8405373123096,-7.130328661619778e-06
132.8609714028862,4.5501788058510684e-05
132.8814055934563,4.733950163116063e-05
132.9018398838016,-1.356232616589459e-05
132.92227397426177,0.00013610106718986437
132.94270816459905,1.8744786606239572e-05
132.96314235482714,2.6205946765278654e-05
132.98357664505602,5.770453915809881e-06
133.00401073515968,-3.557834006850946e-05
133.02444492515497,1.6649684968284006e-05
133.06531330502185,2.050888347082669e-05
133.08574749490072,3.951084181164077e-05
133.10618168466317,-2.2493676134494045e-05
133.12661587430193,-0.00011463688866564237
133.14705006394797,6.121440784645493e-05
133.167484253594,5.6050663625129005e-05
133.18791844299994,-2.0509161622661587e-05
133.20835273253033,-9.140915649963333e-05
133.22878682182636,-0.00026132692328884044
133.24922101111588,-0.00019571989083788655
