time,flux
134.5161404090686,544168.75
134.53657459381793,544226.0
134.55700867857377,544242.8
134.5774429632147,544203.7
134.5978771477312,544153.44
134.6183112322542,544193.7
134.63874541666155,544205.56
134.65917970106238,544231.75
134.67961388535332,544210.06
134.70004806952784,544194.1
134.72048225369508,544190.7
134.74091643775319,544212.1
134.7613505216941,544228.9
134.78178470562852,544216.25
134.80221898945456,544199.94
134.82265317327983,544179.75
134.84308725698793,544220.4
134.86352154057386,544187.75
134.88395572404988,544189.06
134.90438990751863,544114.3
134.9248239909939,544101.25
134.94525827423786,544124.7
134.96569245747378,544204.25
134.9861265407162,544237.0
135.00656082384376,544200.7
135.02699500684685,544225.7
135.04742908974004,544214.75
135.06786327263399,544251.75
135.088297555405,544234.94
135.10873163818178,544242.5
135.12916582072648,544196.75
135.1496001033811,544204.8
135.17003428580938,544230.1
135.1904683682369,544215.5
135.21090255065792,544198.1
135.23133683285414,544218.5
135.25177091504884,544243.1
135.2722050971206,544183.25
135.2926391791989,544220.8
135.31307346116228,544197.94
135.33350764311763,544160.25
135.35394172484666,544156.44
135.37437600657722,544226.1
135.39481018829974,544211.56
135.41524436991313,544221.9
135.43567845140933,544217.75
135.45611273278337,544221.25
135.47654691416392,544195.06
135.4969809954273,544201.5
135.51741527668491,544159.6
135.53784945783264,544194.75
135.55828353886318,544235.94
135.57871771989448,544162.4
135.59915200080286,544206.75
135.61958608160057,544200.8
135.64002026227536,544198.94
135.66045454295818,544205.4
135.68088872352382,544210.3
135.7013228040887,544231.7
135.72175698453066,544152.7
135.74219126486423,544060.25
135.762625345189,544120.7
135.7830595254054,544076.3
135.80349380550615,544161.75
135.82392788560537,544176.8
135.84436206558166,544227.5
135.86479624544882,544236.3
135.8852304253087,544142.25
135.90566460505943,544204.56
135.92609878469375,544157.0
135.9465328643273,544108.94
135.9669671438387,544185.8
135.9874013232402,544183.06
136.0078354025245,544155.06
136.02826968180307,544226.3
136.04870386108814,544190.4
136.06913794013963,544182.3
136.0895721191846,544239.1
136.1100063982376,544209.6
136.13044057704974,544168.06
136.17130893468857,544192.3
136.19174311327515,544208.4
136.2121771918537,544171.94
136.23261137032387,544188.94
136.25304564878752,544185.75
136.2734797271405,544156.06
136.29391390537785,544205.9
136.31434818361595,544128.56
136.33478226161242,544164.8
136.35521643973334,544207.8
136.37565061762143,544164.8
136.39608479550225,544212.06
136.41651897327392,544149.4
136.4369531510456,544175.56
136.45738742857793,544129.9
136.47782150623243,544191.56
136.49825568365486,544139.6
136.51868986107002,544138.9
136.53912403837603,544130.8
136.55955821556563,544162.3
136.57999239274795,544087.4
136.60042656982114,544070.0
136.6208607467779,544043.56
136.6412949237274,544223.44
136.66172910056775,544184.3
136.6821632772917,544163.1
136.70259745400836,544113.9
136.72303163061588,544192.25
136.74346570710622,544124.3
136.76389998359082,544165.44
136.7843341598491,544167.6
136.80476823622303,544190.5
136.82520251235837,544138.3
136.84563668850024,544177.5
136.8660708645184,544221.94
136.88650494042668,544121.6
136.90693921633647,544153.9
136.92737339212908,544163.06
136.94780746779725,544142.1
136.98867591902672,544116.0
137.00910999446933,544145.6
137.0295441699127,544125.7
137.0499784452404,544118.25
137.07041252044291,544143.06
137.09084669553704,544131.94
137.11128097062465,544157.94
137.1317150456016,544180.3
137.1521492204629,544174.1
137.17258339532418,544150.75
137.19301767006255,544162.25
137.21345174469025,544133.7
137.2338859193187,544187.3
137.25431999382272,544097.06
137.2747542682191,544106.56
137.29518844249833,544194.6
137.3156225167695,544141.44
137.33605679093307,544138.0
137.35649096509587,544105.3
137.39735921294778,544128.2
137.4177934867621,544078.94
137.43822766056837,544011.94
137.45866173426475,544065.44
137.47909600784624,544139.75
137.49953018130327,544173.44
137.51996425476682,544144.4
137.5403984281147,544158.1
137.56083270133968,544152.4
137.5812667745704,544185.4
137.60170094768546,544166.0
137.6221352206776,544151.0
137.64256939355982,544146.8
137.6630034664413,544150.7
137.68343763919984,544186.44
137.70387191196642,544137.9
137.72430598449864,544175.9
137.74474015702435,544169.8
137.76517442944169,544142.94
137.7856085018575,544177.56
137.80604267403396,544150.2
137.82647674621694,544161.0
137.84691101840144,544164.4
137.86734519034508,544178.9
137.887779362296,544196.56
137.90821343412972,544201.9
137.94908187767578,544202.94
137.96951594927668,544221.9
137.98995022075542,544201.4
138.01038439224067,544170.75
138.03081846349232,544239.2
138.05125263474474,544150.06
138.07168690599065,544170.3
138.09212107701023,544204.94
138.1125551481382,544162.06
138.13298941904213,544167.3
138.1534235898289,544112.7
138.1738576606076,544191.8
138.21472610194905,544142.2
138.2351602723793,544080.56
138.25559434281604,544074.8
138.2760286131379,544010.2
138.29646278345172,544045.44
138.31689685353922,544103.0
138.33733102362748,544135.06
138.35776529359282,544175.06
138.37819946356467,544194.9
138.41906780315185,544187.0
138.43950197277445,544140.4
138.4599360423963,544151.4
138.4803702118952,544148.9
138.50080448128574,544193.3
138.52123855055834,544206.7
138.54167271982442,544046.75
138.56210688898136,544009.0
138.5825410580219,543968.9
138.60297522693872,543943.3
138.62340939586284,543909.3
138.64384356467053,543962.0
138.66427773335454,543939.2
138.68471190204582,543888.5
138.7051459705035,543914.1
138.72558023907186,543902.5
138.7460144074139,543914.7
138.76644847563875,543938.9
138.78688274385786,543943.56
138.80731691196706,544002.75
138.8277509800755,544166.1
138.8481851479446,544210.2
138.86861941582174,544144.2
138.8890535835817,544192.2
138.90948765122448,544171.75
138.9299219188615,544117.5
138.95035608638864,544207.06
138.9707901537913,544188.1
138.9912243210856,544177.8
139.01165858838067,544199.9
139.0320926555578,544175.06
139.05252682261198,544197.75
139.0729610895578,544141.6
139.0933951564948,544114.7
139.11382932332344,544058.75
139.13426349003566,544087.2
139.15469765663147,544135.56
139.17513182322,544154.0
139.1955659896994,544151.0
139.2160000560616,544147.3
139.23643432241806,544138.25
139.2568684885482,544182.3
139.2773025546776,544148.7
139.31817098669853,544170.25
139.33860515247216,544149.06
139.3590392182523,544188.5
139.37947348391754,544134.06
139.39990764958202,544159.0
139.42034171500563,544159.2
139.44077598043805,544152.4
139.461210145746,544138.8
139.48164421094407,544177.3
139.5020783761429,544194.75
139.52251264122606,544213.5
139.542946706184,544178.8
139.5633808710336,544201.06
139.58381513587665,544212.6
139.60424920049263,544220.3
139.62468336510938,544187.06
139.64511752972612,544215.3
139.66555179410352,544160.2
139.68598585848667,544164.56
139.70642002275417,544188.06
139.72685418689798,544146.1
139.76772251496732,544182.75
139.7881566788783,544135.25
139.80859084268013,544097.3
139.82902500636555,544106.2
139.8494591700437,544197.7
139.8698933336127,544112.56
139.8903274970653,544168.8
139.9107616603942,544092.56
139.93119582373038,544043.44
139.9516300868272,544029.1
139.9720641499298,543992.44
139.99249831291672,544085.1
140.0129323759029,544108.25
140.0333666387669,544136.8
140.05380080140458,544080.0
140.0742349641514,544129.75
140.09466912667267,544123.0
140.11510328907752,544119.06
140.13553745148238,544101.94
140.15597151376278,544077.9
140.17640577605198,544134.06
140.1968399381003,544133.25
140.21727400015516,544091.5
140.2377082620951,544098.25
140.2581424239179,544119.9
140.2785764856162,544167.6
140.29901064732258,544127.7
140.3194449087896,544192.75
140.33987897026236,544127.9
140.3807472929766,544172.5
140.40118155421078,544114.7
140.4216156153343,544123.6
140.44204977634217,544141.94
140.4624840372271,544140.25
140.4829180981178,544153.5
140.50335225877643,544153.9
140.52378631942702,544123.3
140.54422057997,544119.7
140.5646547405122,544126.75
140.5850889008143,544163.6
140.60552306112368,544119.3
140.62595722131664,544132.7
140.64639138150233,544176.2
140.6668254414617,544139.9
140.6872597014226,544151.56
140.70769386125903,544123.56
140.72812792098557,544142.4
140.74856218059722,544089.6
140.76899634020083,544055.75
140.78943039957812,544041.06
140.80986455895618,544011.94
140.8302988182113,544129.4
140.85073297747294,544143.25
140.89160119552253,544139.6
140.91203545443568,544132.9
140.9324695132309,544167.5
140.9529036719032,544181.2
140.9733379305835,544158.6
140.9937719891459,544203.75
141.01420614758536,544194.44
141.03464030591567,544188.56
141.05507446412958,544168.1
141.0755086223362,544164.8
141.0959427804337,544137.25
141.11637693841476,544171.25
141.13681109627214,544167.8
141.15724525402038,544136.9
141.17767931176786,544184.9
141.19811356939317,544183.5
141.21854772690858,544157.56
141.23898178430682,544174.25
141.25941604158288,544214.25
141.27985019886546,544156.3
141.30028425603086,544217.56
141.32071841295692,544149.75
141.34115267000743,544159.44
141.36158682682435,544172.94
141.38202088351682,544189.7
141.40245504021732,544213.9
141.42288929680217,544194.56
141.46375750972948,544171.9
141.48419176596508,544189.1
141.50462592219264,544279.5
141.5250599783103,544218.5
141.54549413431232,544215.75
141.56592829019064,544205.94
141.586362546077,544136.2
141.606796601729,544101.6
141.62723085737525,544048.2
141.6476650129116,544064.94
141.66809906833078,544187.2
141.7089674789313,544185.7
141.72940153411764,544192.1
141.7702699441361,544184.5
141.79070399897319,544230.5
141.81113815380377,544244.4
141.8315723085252,544218.5
141.85200646301382,544178.44
141.87244061749516,544185.25
141.89287477198377,544157.2
141.9133090262403,544250.75
141.93374308048806,544185.4
141.954177234511,544218.0
141.9746112885332,544205.7
141.99504554254963,544217.5
142.01547969633975,544158.56
142.0359137500127,544147.06
142.05634790367913,544236.44
142.07678215723718,544163.5
142.09721631067805,544197.0
142.11765036400175,544173.06
142.13808461720328,544201.1
142.15851877041132,544178.9
142.1789528234949,544174.1
142.1993869763537,544212.94
142.2402552820713,544207.06
142.26068943469,544167.75
142.28112368731672,544184.6
142.30155773970182,544164.25
142.32199189209496,544212.2
142.34242604437168,544187.4
142.36286029664188,544166.7
142.383294348685,544180.4
142.4037285007289,544180.2
142.42416275253345,544184.06
142.44459680434375,544073.9
142.4650309560384,544070.7
142.48546500773227,544047.56
142.50589925918757,544107.4
142.52633341064939,544186.3
142.5467675618711,544186.06
142.56720161309931,544161.25
142.58763586421264,544216.6
142.6080700153252,544173.94
142.6285040661969,544166.44
142.6489383170774,544177.5
142.66937246771704,544191.0
142.68980651836318,544174.7
142.71024066889368,544163.7
142.7306749193085,544164.44
142.75110896971455,544212.75
142.7715431198958,544131.9
142.79197737007053,544174.94
142.8124114201346,544179.2
142.832845570083,544209.44
142.853279719915,544201.6
142.87371396962408,544189.2
142.8941480193389,544188.06
142.91458216882165,544208.56
142.9350164182979,544233.8
142.95545046766347,544202.6
142.9758846169134,544165.9
142.99631866603886,544231.3
143.01675291517313,544219.8
143.0371870640738,544214.75
143.0576212129672,544237.9
143.07805536175147,544234.56
143.0984895104193,544242.9
143.11892365896347,544207.8
143.13935780739848,544203.7
143.15979195582622,544212.6
143.1802261040284,544202.44
143.20066015222983,544215.8
143.2210943003156,544148.0
143.24152854827844,544192.8
143.26196269613138,544138.56
143.28239684397704,544063.1
143.30283099159715,544102.06
143.32326513921726,544135.4
143.36413333398377,544214.44
143.3845675813718,544207.7
143.40500172851898,544180.56
143.42543577555625,544187.0
143.44587002247863,544163.0
143.46630416940025,544200.2
143.4867382161974,544189.4
143.5071723628862,544167.75
143.52760660945205,544211.7
143.56847480224678,544262.5
143.58890904858708,544232.0
143.60934319480293,544197.06
143.62977724079246,544182.4
143.65021138678276,544202.3
143.67064563265012,544255.44
143.69107967840682,544210.5
143.71151382416429,544174.2
143.73194796968164,544177.7
143.75238211520627,544135.7
143.77281626049808,544172.8
143.7932504057826,544242.9
143.813684550958,544176.6
143.83411869601696,544160.0
143.85455284106865,544182.75
143.87498688589403,544141.1
143.89542113060452,544190.0
143.91585527530697,544179.75
143.93628931989952,544182.94
143.95672356437717,544207.06
143.97715770873037,544193.7
143.99759175297368,544167.94
144.01802589710132,544172.7
144.03846014122246,544203.3
144.05889428511728,544177.75
144.0997625726668,544227.5
144.1201967163288,544041.4
144.1406307598736,544078.0
144.1610649034119,544061.0
144.1814991467254,544174.7
144.20193318992096,544213.94
144.22236733311001,544192.4
144.24280157607427,544162.2
144.263235619037,544157.94
144.2836697618768,544222.4
144.32453804722172,544163.0
144.3449721898287,544173.75
144.3654063322101,544187.9
144.38584037447436,544164.5
144.40627461673284,544146.06
144.42670875888143,544208.1
144.44714280091284,544173.2
144.46757704282209,544140.44
144.48801118462143,544158.4
144.5084452263036,544210.5
144.52887936786283,544208.2
144.5493136094301,544176.56
144.56974775076378,544189.56
144.5901817920967,544178.56
144.6310501744083,544242.1
144.6514842153847,544191.5
144.67191835625272,544197.06
144.69235259700508,544199.06
144.71278663763223,544209.8
144.73322077826742,544156.3
144.75365501867054,544160.06
144.77408905906486,544159.06
144.7945231993508,544122.25
144.81495733952033,544178.8
144.83539157956693,544149.2
144.85582561950287,544182.3
144.87625975932315,544208.1
144.89669389901974,544185.94
144.93756217819464,544162.4
144.9579963176584,544073.25
144.97843055701378,544073.0
144.99886459625122,544034.7
145.01929873536574,544108.0
145.0397328743711,544170.3
145.06016701326007,544162.3
145.08060115202534,544104.7
145.10103529068147,544148.0
145.12146952933836,544145.1
145.14190356775362,544161.75
145.1623377061769,544176.8
145.18277174448303,544162.5
145.203205982667,544221.8
145.22364012074104,544137.94
145.2440741586979,544153.94
145.26450839653262,544148.56
145.28494253425742,544123.3
145.30537667198223,544137.8
145.32581070947344,544155.25
145.3462449469589,544130.9
145.36667908421805,544197.44
145.38711312146916,544128.6
145.40754735861265,544148.8
145.42798149563896,544125.25
145.4484155325481,544165.94
145.4688496693343,544122.06
145.48928390601213,544146.5
145.50971794256475,544151.94
145.5301520791254,544139.06
145.55058621545322,544176.06
145.57102045177453,544193.7
145.59145448798517,544129.8
145.61188862396375,544161.9
145.6323228599358,544167.25
145.6527568957972,544169.0
145.67319103154296,544166.94
145.69362506717152,544126.9
145.71405930279434,544205.5
145.73449343819084,544161.56
145.75492757346365,544166.6
145.77536170874373,544071.6
145.79579584379098,544105.8
145.81622997883824,544043.9
145.83666401376104,544063.1
145.8570982484598,544226.94
145.87753238315054,544134.3
145.89796641773137,544172.0
145.9184006521973,544180.1
145.93883478654607,544135.6
145.9592688208868,544188.0
145.97970295500272,544170.75
146.00013718899572,544172.4
146.02057132299524,544098.7
146.04100535676116,544135.1
146.0614395905286,544132.2
146.0818737241716,544163.1
146.10230775758828,544181.06
146.12274189100572,544145.6
146.14317612430023,544158.75
146.16361015748407,544165.1
146.18404429055227,544143.25
146.20447842349677,544143.0
146.22491255633213,544143.6
146.26578082176275,544097.94
146.28621495436528,544203.3
146.30664908673498,544148.1
146.3475172512335,544152.06
146.36795148336387,544175.5
146.38838561538432,544141.3
146.4088196472876,544151.5
146.429253879076,544148.44
146.44968801073992,544130.1
146.47012204229395,544151.6
146.51099040504778,544171.8
146.5518585674581,544121.44
146.57229279842431,544088.4
146.59272692939703,544120.56
146.61316106012964,544111.1
146.63359509086877,544028.06
146.654029321493,544082.7
146.67446345188364,544125.9
146.69489748226624,544142.94
146.71533171254123,544109.0
146.73576584269176,544108.7
146.75619997273316,544171.6
146.77663400265737,544148.8
146.817502362268,544135.5
146.83793639184296,544101.2
146.85837052130228,544100.75
146.87880475063866,544129.6
146.8992387799808,544141.5
146.91967290909088,544107.1
146.94010713819443,544103.9
146.96054116718733,544143.8
146.98097529594816,544135.2
147.0014094247017,544150.56
147.02184355334612,544124.4
147.0422776818741,544151.25
147.062711810162,544108.5
147.08314603845793,544099.44
147.1035800666359,544145.9
147.12401419469097,544189.6
147.14444822263613,544095.94
147.1648824505828,544122.3
147.18531657828862,544085.2
147.20575060588453,544093.94
147.22618483336555,544101.0
147.26705308808596,544135.56
147.3079213423407,544122.4
147.3283554693553,544144.8
147.3487894961363,544180.1
147.3692236229108,544105.7
147.3896578495769,544128.0
147.4305260024339,544134.1
147.45096022875077,544087.75
147.4713942549497,544113.94
147.4918283810257,544036.2
147.53269673284376,544103.0
147.55313075856975,544118.75
147.57356488418736,544148.75
147.59399910968932,544181.0
147.61443313506607,544096.2
147.63486726045085,544054.44
147.65530128560204,544184.06
147.67573551063106,544158.7
147.69616963555018,544197.75
147.71660366046854,544178.9
147.7370378851483,544138.5
147.7574720098346,544136.44
147.79834015874076,544141.5
147.81877438295487,544143.06
147.8392085071755,544131.1
147.85964253127167,544169.0
147.88007665514306,544118.1
147.92094490276213,544155.75
147.94137902640068,544108.0
147.96181324980716,544156.94
147.98224727320485,544146.3
148.02311551966704,544171.3
148.043549742717,544174.2
148.0639837656563,544187.1
148.08441788847995,544174.94
148.10485211118066,544205.9
148.12528613377071,544201.9
148.1457202562451,544151.75
148.16615437871224,544137.25
148.1865885009538,544150.7
148.20702262307896,544064.5
148.22745674508042,544143.25
148.26832498886506,544128.5
148.30919323206035,544103.2
148.32962735360343,544012.44
148.3500614749064,544133.44
148.37049559621664,544219.3
148.3909296172933,544163.0
148.41136383824778,544187.7
148.43179795920878,544216.9
148.45223207993695,544158.3
148.47266620065784,544144.7
148.49310032115318,544108.4
148.51353444164852,544164.44
148.53396846202668,544144.8
148.55440268216626,544126.25
148.57483680231235,544143.9
148.59527082221757,544161.9
148.6157050421316,544149.06
148.6565731814917,544144.8
148.67700730104843,544148.94
148.6974415204968,544146.8
148.71787553981994,544154.3
148.7587438780174,544169.56
148.77917799699208,544202.1
148.79961201585684,544199.1
148.82004613460595,544119.4
148.8404803531157,544149.2
148.86091437163122,544219.56
148.8813484900311,544164.25
148.90178270830802,544162.3
148.9222167264743,544139.1
148.9426508445249,544178.1
148.96308496245183,544184.0
148.98351908026962,544179.6
149.003953197971,544167.75
149.02438731543953,544182.25
149.04482133290003,544131.2
149.0652555502529,544164.3
149.10612368459988,544107.56
149.12655790160352,544096.06
149.14699201848998,544104.94
149.167426035252,544068.6
149.18786015190562,544045.75
149.20829436843633,544144.94
149.22872848485713,544129.8
149.24916250116075,544124.7
149.2695967173495,544116.3
149.29003083341377,544148.9
149.33089896520687,544173.8
149.35133318092267,544146.25
149.3717671965278,544159.2
149.41263552738383,544168.06
149.45350365777995,544147.6
149.4739377727965,544151.75
149.4943718877039,544156.7
149.51480600249488,544158.25
149.5352401172786,544118.75
149.5556743318375,544138.25
149.5761083461548,544160.9
149.59654246048012,544160.1
149.6169764748047,544141.06
149.63741068889794,544162.9
149.65784480275033,544130.25
149.67827881660924,544159.0
149.69871293035249,544179.2
149.7191471439728,544148.56
149.73958125748322,544103.25
149.76001527087647,544175.8
149.78044948414754,544190.5
149.8213176103527,544180.4
149.86218593608646,544138.0
149.88262004878197,544158.06
149.90305406135303,544153.25
149.92348827381647,544128.0
149.94392238603905,544215.9
149.9643564982689,544102.06
150.00522472237935,544069.25
150.02565883425268,544075.75
150.0460928460161,544145.5
150.06652705754095,544145.9
150.0869611690723,544165.44
150.1073951804865,544139.75
150.1278292916686,544164.8
150.1482635028442,544182.2
150.16869751390914,544147.56
150.18913162485842,544189.25
150.20956583556836,544158.1
150.22999984628404,544173.0
150.25043395676767,544206.2
150.270868067244,544183.3
150.29130227761198,544203.7
150.3117362877456,544172.4
150.3321703978727,544161.0
150.35260440777347,544146.75
150.37303861767577,544246.8
150.3934727273372,544198.1
150.41390673700516,544171.6
150.4547750558704,544226.56
150.47520916507347,544198.0
150.49564317415934,544241.5
150.51607738323946,544163.75
150.5569455008299,544160.75
150.57737970944436,544181.3
150.59781381806533,544196.6
150.61824782645272,544187.2
150.63868193471717,544220.06
150.65911614287324,544212.56
150.67955015091138,544176.9
150.6999842588266,544230.56
150.72041846663342,544240.0
150.74085257432307,544194.5
150.76128658188827,544178.0
150.7817206893451,544191.3
150.82258890390221,544096.1
150.8430230110098,544066.3
150.8634572180017,544132.25
150.88389122486842,544150.2
150.90432533151034,544146.6
150.94519354467047,544226.94
150.96562765096314,544266.9
150.9860617572558,544182.0
151.0064957634313,544118.25
151.0269299693682,544188.9
151.04736407531163,544199.6
151.0677980810142,544222.2
151.08823228672554,544201.44
151.1086663922033,544199.1
151.1291003975566,544171.44
151.14953450291796,544221.94
151.16996870804724,544197.6
151.1904027130513,544182.2
151.21083681794698,544178.94
151.23127102284343,544178.56
151.251705127499,544185.06
151.27213913204469,544209.6
151.2925732364747,544226.25
151.3130074407818,544191.9
151.33344144497823,544155.9
151.3538755489426,544175.9
151.37430975290044,544210.06
151.39474375674763,544186.3
151.41517786047916,544237.06
151.435611964087,544249.2
151.4560460674693,544241.25
151.47648017085157,544195.25
151.49691427411017,544245.94
151.5173483771432,544236.56
151.53778248005983,544237.0
151.55821658296918,544283.8
151.57865068565297,544238.9
151.59908488833753,544207.06
151.61951889078045,544188.25
151.639952993115,544136.06
151.68082119742758,544081.06
151.7012552995293,544085.2
151.72168940139818,544221.56
151.74212350314338,544187.94
151.80342570757784,544204.3
151.82385990886542,544147.2
151.8442940100358,544188.1
151.8647280109726,544187.5
151.88516221190366,544213.06
151.9055963126084,544199.06
151.9260303133051,544226.94
151.946464413777,544190.1
151.96689861424966,544199.2
151.98733271448145,544221.9
152.00776671460335,544157.7
152.02820091461035,544188.75
152.0486350144929,544171.25
152.06906901438197,544190.7
152.08950311403896,544162.94
152.1099373134566,544234.94
152.13037131288002,544202.6
152.15080541218776,544114.6
152.17123951137182,544187.06
152.19167361044674,544153.1
152.21210770928883,544227.94
152.23254180813092,544143.2
152.25297600673366,544230.3
152.27341000534216,544182.75
152.31427810197056,544186.56
152.3551463982585,544170.5
152.37558039616124,544166.0
152.39601459395635,544135.7
152.416448691627,544170.0
152.43688278918853,544200.06
152.45731678663287,544160.2
152.4777509838459,544116.8
152.4981850810509,544073.3
152.518619078146,544077.25
152.53905327500252,544059.9
152.55948737186554,544147.7
152.57992136849498,544161.5
152.60035546512518,544187.3
152.62078966151603,544169.2
152.64122365779622,544180.94
152.6820918500016,544174.94
152.7025259459333,544162.25
152.86599870882492,544207.2
152.8864327035917,544189.9
152.90686689835275,544159.3
153.13164193134435,544204.44
153.15207592459774,544184.5
153.17251001761178,544207.8
153.21337830330594,544181.1
153.23381239597074,544167.8
153.25424638840923,544208.75
153.27468058084196,544243.4
153.2951146731648,544199.6
153.31554866525403,544141.06
153.35641684919392,544059.56
153.37685094093467,544098.5
153.397285032559,544168.7
153.41771922417684,544163.94
153.43815331556834,544171.4
153.45858730684267,544123.7
153.49945558892068,544163.94
153.5403236705315,544172.94
153.56075786122528,544141.6
153.5811918516847,544198.25
153.6016259420212,544159.7
153.62206003224856,544135.25
153.6424941223595,544135.06
153.66292821234674,544151.2
153.68336230222485,544160.7
153.72423048162455,544145.7
153.744664571037,544210.06
153.76509856044868,544177.0
153.78553274962178,544141.8
153.80596683868498,544146.8
153.82640082774742,544142.75
153.84683491657051,544175.44
153.86726910528523,544196.9
153.887703093882,544203.9
153.90813718223944,544179.6
153.9285713706049,544129.8
153.9490054588532,544189.6
153.96943944686063,544191.5
153.98987353475968,544171.7
154.0103077226595,544131.6
154.03074171031767,544107.56
154.05117579786747,544139.06
154.07160998530162,544162.94
154.09204397261055,544138.1
154.13291214677884,544169.3
154.15334623373928,544060.2
154.17378032047418,544052.7
154.19421440720907,544095.25
154.2350825800895,544127.1
154.25551666635874,544174.5
154.27595065250352,544140.8
154.29638483842427,544167.4
154.31681892434426,544162.2
154.3372529101398,544169.0
154.35768699571054,544169.2
154.37812118128204,544144.06
154.3985551666119,544142.06
154.4189892518334,544160.56
154.43942343693925,544117.0
154.45985752192064,544133.1
154.48029150679213,544094.2
154.50072559143155,544141.44
154.52115977606445,544174.7
154.54159376047028,544215.44
154.56202784487687,544135.25
154.5824620290441,544190.44
154.6028960131007,544148.75
154.62333009704162,544146.8
154.64376418085885,544157.94
154.66419826445053,544130.56
154.68463234804221,544136.56
154.7050664313938,544110.25
154.7255006147534,544155.94
154.74593459787866,544156.44
154.766368680881,544130.94
154.78680276377418,544124.8
154.80723684655095,544133.4
154.82767092920403,544150.25
154.8685390940591,544183.8
154.88897317636292,544161.6
154.9094072584412,544176.44
154.92984134040307,544184.2
154.95027542224125,544151.2
155.0320117483352,544067.06
155.05244582959858,544060.44
155.07287981062836,544169.75
155.09331399153598,544131.25
155.13418205300695,544097.5
155.15461613357184,544121.06
155.17505031390465,544137.2
155.19548439422942,544111.44
155.21591837432788,544124.8
155.2363524544271,544157.5
155.25678663428698,544105.44
155.29765469355334,544095.9
155.3180888731804,544126.2
155.33852285258035,544129.9
155.35895693174825,544089.4
155.37939101067604,544151.9
