period_days,t0_bkjd,duration_days,duration_hours,depth_relative,depth_ppm,snr,n_transits_covered,log_period,log_duration,log_snr,duty_cycle,depth_to_duration,score
0.8375383400111631,131.57231488081976,0.07,1.6800000000000002,0.0001649854056098,164.98540560982988,2.548122506641539,39.963634079639895,-0.07699530312793489,0.2253092817258629,0.4062203038357804,0.08357826341307195,0.002356934365854286,0.37720736526793663
